Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,With Communication,Sensing Probability,Initial Runtime (secs),Online Runtime (secs),Success,Initial Min SOC,Initial Max SOC,Initial Uncertainty,Initial True Cost,Final Min SOC,Final Max SOC,Final Uncertainty,Distribution,Final True Cost,Objective,Effect on True Cost,True Cost Change,Min SIC,Max SIC
Open Map,96372106,2,3,10637323,False,0.0,0.005066633224487305,0.0013332366943359375,1,24,37,13,24,24,37,13,min,24,Min Best Case,No Change,0,23,39
Open Map,96372106,2,3,10637324,False,0.0,0.0005202293395996094,0.0007812976837158203,1,13,24,11,13,13,24,11,min,13,Min Best Case,No Change,0,13,24
Open Map,96372106,2,3,10637325,False,0.0,0.0011305809020996094,0.0008795261383056641,1,16,29,13,16,16,29,13,min,16,Min Best Case,No Change,0,15,28
Open Map,96372106,2,3,10637326,False,0.0,0.03909802436828613,0.0010905265808105469,1,28,44,16,28,28,44,16,min,28,Min Best Case,No Change,0,27,44
Open Map,96372106,2,3,10637327,False,0.0,0.0011191368103027344,0.0007812976837158203,1,23,35,12,23,23,35,12,min,23,Min Best Case,No Change,0,22,34
Open Map,96372106,2,3,10637328,False,0.0,0.002063751220703125,0.0007922649383544922,1,27,39,12,27,27,39,12,min,27,Min Best Case,No Change,0,27,48
Open Map,96372106,2,3,10637329,False,0.0,0.0006761550903320312,0.0009815692901611328,1,22,31,9,22,22,31,9,min,22,Min Best Case,No Change,0,22,31
Open Map,96372106,2,3,10637330,False,0.0,0.00037026405334472656,0.0004668235778808594,1,10,16,6,10,10,16,6,min,10,Min Best Case,No Change,0,10,16
Open Map,96372106,2,3,10637331,False,0.0,0.0006659030914306641,0.0007703304290771484,1,21,36,15,21,21,36,15,min,21,Min Best Case,No Change,0,21,36
Open Map,96372106,2,3,10637332,False,0.0,0.00045371055603027344,0.0005950927734375,1,13,22,9,13,13,22,9,min,13,Min Best Case,No Change,0,13,22
Open Map,96372106,2,3,10637333,False,0.0,0.0014238357543945312,0.0007696151733398438,1,20,35,15,20,20,35,15,min,20,Min Best Case,No Change,0,20,35
Open Map,96372106,2,3,10637334,False,0.0,0.0006308555603027344,0.0007321834564208984,1,21,32,11,21,21,32,11,min,21,Min Best Case,No Change,0,21,32
Open Map,96372106,2,3,10637335,False,0.0,0.00028228759765625,0.0004832744598388672,1,6,10,4,6,6,10,4,min,6,Min Best Case,No Change,0,6,10
Open Map,96372106,2,3,10637336,False,0.0,0.003710508346557617,0.0011415481567382812,1,27,46,19,27,27,46,19,min,27,Min Best Case,No Change,0,26,46
Open Map,96372106,2,3,10637337,False,0.0,0.0089263916015625,0.0008428096771240234,1,24,35,11,24,24,35,11,min,24,Min Best Case,No Change,0,22,36
Open Map,96372106,2,3,10637338,False,0.0,0.006407260894775391,0.0011920928955078125,1,30,43,13,30,30,43,13,min,30,Min Best Case,No Change,0,28,47
Open Map,96372106,2,3,10637339,False,0.0,0.007231712341308594,0.0008337497711181641,1,19,31,12,19,19,31,12,min,19,Min Best Case,No Change,0,16,26
Open Map,96372106,2,3,10637340,False,0.0,0.0010824203491210938,0.0008184909820556641,1,19,31,12,19,19,31,12,min,19,Min Best Case,No Change,0,19,33
Open Map,96372106,2,3,10637341,False,0.0,0.0006489753723144531,0.0007700920104980469,1,17,30,13,17,17,30,13,min,17,Min Best Case,No Change,0,17,30
Open Map,96372106,2,3,10637342,False,0.0,0.025780439376831055,0.0008747577667236328,1,20,31,11,20,20,31,11,min,20,Min Best Case,No Change,0,18,29
Open Map,96372106,2,3,10637343,False,0.0,0.0005781650543212891,0.0007865428924560547,1,16,29,13,16,16,29,13,min,16,Min Best Case,No Change,0,16,29
Open Map,96372106,2,3,10637344,False,0.0,0.002019166946411133,0.0008192062377929688,1,17,30,13,17,17,30,13,min,17,Min Best Case,No Change,0,16,30
Open Map,96372106,2,3,10637345,False,0.0,0.0028579235076904297,0.0010142326354980469,1,27,51,24,27,27,51,24,min,27,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637296,False,0.0,0.0017192363739013672,0.0010797977447509766,1,28,49,21,36,28,49,21,uniform,36,Min Best Case,No Change,0,28,46
Open Map,96372106,2,3,10637297,False,0.0,0.0006268024444580078,0.0007543563842773438,1,17,34,17,25,17,34,17,uniform,25,Min Best Case,No Change,0,17,34
Open Map,96372106,2,3,10637298,False,0.0,0.04278874397277832,0.001020193099975586,1,30,50,20,42,30,50,20,uniform,42,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637299,False,0.0,0.003605365753173828,0.0010886192321777344,1,28,44,16,36,28,44,16,uniform,36,Min Best Case,No Change,0,26,46
Open Map,96372106,2,3,10637300,False,0.0,0.002702951431274414,0.0010802745819091797,1,26,45,19,33,26,45,19,uniform,33,Min Best Case,No Change,0,25,45
Open Map,96372106,2,3,10637301,False,0.0,0.002683401107788086,0.0011947154998779297,1,31,49,18,36,31,49,18,uniform,36,Min Best Case,No Change,0,29,47
Open Map,96372106,2,3,10637302,False,0.0,0.005016326904296875,0.0011525154113769531,1,30,53,23,40,30,53,23,uniform,40,Min Best Case,No Change,0,28,50
Open Map,96372106,2,3,10637303,False,0.0,0.000518798828125,0.0007679462432861328,1,16,28,12,23,16,28,12,uniform,23,Min Best Case,No Change,0,16,28
Open Map,96372106,2,3,10637304,False,0.0,0.002764463424682617,0.0009336471557617188,1,25,40,15,36,25,40,15,uniform,36,Min Best Case,No Change,0,23,40
Open Map,96372106,2,3,10637305,False,0.0,0.0056002140045166016,0.0009710788726806641,1,26,42,16,32,26,42,16,uniform,32,Min Best Case,No Change,0,24,41
Open Map,96372106,2,3,10637306,False,0.0,0.0004200935363769531,0.0005288124084472656,1,12,19,7,17,12,19,7,uniform,17,Min Best Case,No Change,0,12,19
Open Map,96372106,2,3,10637307,False,0.0,0.001485586166381836,0.0008804798126220703,1,24,45,21,34,24,45,21,uniform,34,Min Best Case,No Change,0,24,46
Open Map,96372106,2,3,10637308,False,0.0,0.0015172958374023438,0.0009260177612304688,1,21,36,15,28,21,36,15,uniform,28,Min Best Case,No Change,0,21,35
Open Map,96372106,2,3,10637309,False,0.0,0.001394510269165039,0.0010385513305664062,1,22,37,15,31,22,37,15,uniform,31,Min Best Case,No Change,0,21,37
Open Map,96372106,2,3,10637310,False,0.0,0.0008645057678222656,0.0011260509490966797,1,27,49,22,40,27,49,22,uniform,40,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637311,False,0.0,0.0006172657012939453,0.0008094310760498047,1,21,30,9,26,21,30,9,uniform,26,Min Best Case,No Change,0,21,30
Open Map,96372106,2,3,10637312,False,0.0,0.002222776412963867,0.0007765293121337891,1,18,31,13,27,18,31,13,uniform,27,Min Best Case,No Change,0,17,34
Open Map,96372106,2,3,10637313,False,0.0,0.05190610885620117,0.0012073516845703125,1,30,51,21,43,30,51,21,uniform,43,Min Best Case,No Change,0,29,52
Open Map,96372106,2,3,10637314,False,0.0,0.010761499404907227,0.0009500980377197266,1,25,40,15,35,25,40,15,uniform,35,Min Best Case,No Change,0,23,42
Open Map,96372106,2,3,10637315,False,0.0,0.0005695819854736328,0.0006575584411621094,1,16,28,12,21,16,28,12,uniform,21,Min Best Case,No Change,0,16,28
Open Map,96372106,2,3,10637316,False,0.0,0.0031862258911132812,0.0009021759033203125,1,26,41,15,34,26,41,15,uniform,34,Min Best Case,No Change,0,26,40
Open Map,96372106,2,3,10637317,False,0.0,0.0008602142333984375,0.0010764598846435547,1,26,42,16,31,26,42,16,uniform,31,Min Best Case,No Change,0,26,42
Open Map,96372106,2,3,10637318,False,0.0,0.0006506443023681641,0.00096893310546875,1,17,33,16,26,17,33,16,uniform,26,Min Best Case,No Change,0,17,33
Open Map,96372106,2,3,10637319,False,0.0,0.0006237030029296875,0.0008184909820556641,1,19,38,19,32,19,38,19,uniform,32,Min Best Case,No Change,0,19,38
Open Map,96372106,2,3,10637320,False,0.0,0.00040602684020996094,0.0005888938903808594,1,13,22,9,15,13,22,9,uniform,15,Min Best Case,No Change,0,13,22
Open Map,96372106,2,3,10637321,False,0.0,0.0005729198455810547,0.0007219314575195312,1,20,33,13,27,20,33,13,uniform,27,Min Best Case,No Change,0,20,33
Open Map,96372106,2,3,10637322,False,0.0,0.0009746551513671875,0.0007121562957763672,1,15,22,7,18,15,22,7,uniform,18,Min Best Case,No Change,0,14,21
Open Map,96372106,2,3,10637323,False,0.0,0.005066633224487305,0.0013713836669921875,1,24,37,13,29,24,37,13,uniform,29,Min Best Case,No Change,0,23,39
Open Map,96372106,2,3,10637324,False,0.0,0.0005202293395996094,0.0008094310760498047,1,13,24,11,18,13,24,11,uniform,18,Min Best Case,No Change,0,13,24
Open Map,96372106,2,3,10637325,False,0.0,0.0011305809020996094,0.0008530616760253906,1,16,29,13,23,16,29,13,uniform,23,Min Best Case,No Change,0,15,28
Open Map,96372106,2,3,10637326,False,0.0,0.03909802436828613,0.001102447509765625,1,28,44,16,35,28,44,16,uniform,35,Min Best Case,No Change,0,27,44
Open Map,96372106,2,3,10637327,False,0.0,0.0011191368103027344,0.0007932186126708984,1,23,35,12,26,23,35,12,uniform,26,Min Best Case,No Change,0,22,34
Open Map,96372106,2,3,10637328,False,0.0,0.002063751220703125,0.0007948875427246094,1,27,39,12,30,27,39,12,uniform,30,Min Best Case,No Change,0,27,48
Open Map,96372106,2,3,10637329,False,0.0,0.0006761550903320312,0.0010120868682861328,1,22,31,9,28,22,31,9,uniform,28,Min Best Case,No Change,0,22,31
Open Map,96372106,2,3,10637330,False,0.0,0.00037026405334472656,0.0004703998565673828,1,10,16,6,12,10,16,6,uniform,12,Min Best Case,No Change,0,10,16
Open Map,96372106,2,3,10637331,False,0.0,0.0006659030914306641,0.0007777214050292969,1,21,36,15,32,21,36,15,uniform,32,Min Best Case,No Change,0,21,36
Open Map,96372106,2,3,10637332,False,0.0,0.00045371055603027344,0.0005729198455810547,1,13,22,9,16,13,22,9,uniform,16,Min Best Case,No Change,0,13,22
Open Map,96372106,2,3,10637333,False,0.0,0.0014238357543945312,0.0007512569427490234,1,20,35,15,28,20,35,15,uniform,28,Min Best Case,No Change,0,20,35
Open Map,96372106,2,3,10637334,False,0.0,0.0006308555603027344,0.0007734298706054688,1,21,32,11,29,21,32,11,uniform,29,Min Best Case,No Change,0,21,32
Open Map,96372106,2,3,10637335,False,0.0,0.00028228759765625,0.0005040168762207031,1,6,10,4,8,6,10,4,uniform,8,Min Best Case,No Change,0,6,10
Open Map,96372106,2,3,10637336,False,0.0,0.003710508346557617,0.0011284351348876953,1,27,46,19,34,27,46,19,uniform,34,Min Best Case,No Change,0,26,46
Open Map,96372106,2,3,10637337,False,0.0,0.0089263916015625,0.0008194446563720703,1,24,35,11,27,24,35,11,uniform,27,Min Best Case,No Change,0,22,36
Open Map,96372106,2,3,10637338,False,0.0,0.006407260894775391,0.0011911392211914062,1,30,43,13,35,30,43,13,uniform,35,Min Best Case,No Change,0,28,47
Open Map,96372106,2,3,10637339,False,0.0,0.007231712341308594,0.0008845329284667969,1,19,31,12,27,19,31,12,uniform,27,Min Best Case,No Change,0,16,26
Open Map,96372106,2,3,10637340,False,0.0,0.0010824203491210938,0.0008363723754882812,1,19,31,12,24,19,31,12,uniform,24,Min Best Case,No Change,0,19,33
Open Map,96372106,2,3,10637341,False,0.0,0.0006489753723144531,0.0007691383361816406,1,17,30,13,23,17,30,13,uniform,23,Min Best Case,No Change,0,17,30
Open Map,96372106,2,3,10637342,False,0.0,0.025780439376831055,0.0009212493896484375,1,20,31,11,25,20,31,11,uniform,25,Min Best Case,No Change,0,18,29
Open Map,96372106,2,3,10637343,False,0.0,0.0005781650543212891,0.0008029937744140625,1,16,29,13,22,16,29,13,uniform,22,Min Best Case,No Change,0,16,29
Open Map,96372106,2,3,10637344,False,0.0,0.002019166946411133,0.0008492469787597656,1,17,30,13,23,17,30,13,uniform,23,Min Best Case,No Change,0,16,30
Open Map,96372106,2,3,10637345,False,0.0,0.0028579235076904297,0.000988006591796875,1,27,51,24,39,27,51,24,uniform,39,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637296,False,0.0,0.0024056434631347656,0.0010271072387695312,1,29,44,15,44,29,44,15,max,44,Min Worst Case,No Change,0,28,46
Open Map,96372106,2,3,10637297,False,0.0,0.0005881786346435547,0.0007374286651611328,1,17,34,17,34,17,34,17,max,34,Min Worst Case,No Change,0,17,34
Open Map,96372106,2,3,10637298,False,0.0,0.03917074203491211,0.0010225772857666016,1,30,50,20,50,30,50,20,max,50,Min Worst Case,No Change,0,27,49
Open Map,96372106,2,3,10637299,False,0.0,0.0020542144775390625,0.0010175704956054688,1,28,44,16,44,28,44,16,max,44,Min Worst Case,No Change,0,26,46
Open Map,96372106,2,3,10637300,False,0.0,0.0019311904907226562,0.0010330677032470703,1,26,45,19,45,26,45,19,max,45,Min Worst Case,No Change,0,25,45
Open Map,96372106,2,3,10637301,False,0.0,0.0026483535766601562,0.001316070556640625,1,31,47,16,47,31,47,16,max,47,Min Worst Case,No Change,0,29,47
Open Map,96372106,2,3,10637302,False,0.0,0.0037603378295898438,0.001077413558959961,1,31,48,17,48,31,48,17,max,48,Min Worst Case,No Change,0,28,50
Open Map,96372106,2,3,10637303,False,0.0,0.0005521774291992188,0.0008332729339599609,1,16,28,12,28,16,28,12,max,28,Min Worst Case,No Change,0,16,28
Open Map,96372106,2,3,10637304,False,0.0,0.0035924911499023438,0.0009789466857910156,1,26,39,13,39,26,39,13,max,39,Min Worst Case,No Change,0,23,40
Open Map,96372106,2,3,10637305,False,0.0,0.010899066925048828,0.0009682178497314453,1,28,41,13,41,28,41,13,max,41,Min Worst Case,No Change,0,24,41
Open Map,96372106,2,3,10637306,False,0.0,0.0003991127014160156,0.0005533695220947266,1,12,19,7,19,12,19,7,max,19,Min Worst Case,No Change,0,12,19
Open Map,96372106,2,3,10637307,False,0.0,0.0030095577239990234,0.0008835792541503906,1,26,41,15,41,26,41,15,max,41,Min Worst Case,No Change,0,24,46
Open Map,96372106,2,3,10637308,False,0.0,0.0015201568603515625,0.0009527206420898438,1,21,36,15,36,21,36,15,max,36,Min Worst Case,No Change,0,21,35
Open Map,96372106,2,3,10637309,False,0.0,0.00141143798828125,0.0010256767272949219,1,22,37,15,37,22,37,15,max,37,Min Worst Case,No Change,0,21,37
Open Map,96372106,2,3,10637310,False,0.0,0.0009272098541259766,0.0010879039764404297,1,27,49,22,49,27,49,22,max,49,Min Worst Case,No Change,0,27,49
Open Map,96372106,2,3,10637311,False,0.0,0.0006186962127685547,0.0007982254028320312,1,21,30,9,30,21,30,9,max,30,Min Worst Case,No Change,0,21,30
Open Map,96372106,2,3,10637312,False,0.0,0.0018041133880615234,0.0008771419525146484,1,19,32,13,32,19,32,13,max,32,Min Worst Case,No Change,0,17,34
Open Map,96372106,2,3,10637313,False,0.0,0.05191349983215332,0.0012128353118896484,1,30,51,21,51,30,51,21,max,51,Min Worst Case,No Change,0,29,52
Open Map,96372106,2,3,10637314,False,0.0,0.006974935531616211,0.0008981227874755859,1,25,40,15,40,25,40,15,max,40,Min Worst Case,No Change,0,23,42
Open Map,96372106,2,3,10637315,False,0.0,0.0005445480346679688,0.0006430149078369141,1,16,28,12,28,16,28,12,max,28,Min Worst Case,No Change,0,16,28
Open Map,96372106,2,3,10637316,False,0.0,0.003168344497680664,0.0009207725524902344,1,26,41,15,41,26,41,15,max,41,Min Worst Case,No Change,0,26,40
Open Map,96372106,2,3,10637317,False,0.0,0.0009002685546875,0.0010693073272705078,1,26,42,16,42,26,42,16,max,42,Min Worst Case,No Change,0,26,42
Open Map,96372106,2,3,10637318,False,0.0,0.0006701946258544922,0.0009303092956542969,1,17,33,16,33,17,33,16,max,33,Min Worst Case,No Change,0,17,33
Open Map,96372106,2,3,10637319,False,0.0,0.0006606578826904297,0.0008540153503417969,1,19,38,19,38,19,38,19,max,38,Min Worst Case,No Change,0,19,38
Open Map,96372106,2,3,10637320,False,0.0,0.0004031658172607422,0.0006210803985595703,1,13,22,9,22,13,22,9,max,22,Min Worst Case,No Change,0,13,22
Open Map,96372106,2,3,10637321,False,0.0,0.0006172657012939453,0.0007712841033935547,1,20,33,13,33,20,33,13,max,33,Min Worst Case,No Change,0,20,33
Open Map,96372106,2,3,10637322,False,0.0,0.0008649826049804688,0.0007090568542480469,1,15,22,7,22,15,22,7,max,22,Min Worst Case,No Change,0,14,21
Open Map,96372106,2,3,10637323,False,0.0,0.0050466060638427734,0.0013661384582519531,1,24,37,13,37,24,37,13,max,37,Min Worst Case,No Change,0,23,39
Open Map,96372106,2,3,10637324,False,0.0,0.0005021095275878906,0.0007979869842529297,1,13,24,11,24,13,24,11,max,24,Min Worst Case,No Change,0,13,24
Open Map,96372106,2,3,10637325,False,0.0,0.0011744499206542969,0.0008301734924316406,1,16,26,10,26,16,26,10,max,26,Min Worst Case,No Change,0,15,28
Open Map,96372106,2,3,10637326,False,0.0,0.031736135482788086,0.0011377334594726562,1,28,44,16,44,28,44,16,max,44,Min Worst Case,No Change,0,27,44
Open Map,96372106,2,3,10637327,False,0.0,0.00110626220703125,0.0007877349853515625,1,23,35,12,35,23,35,12,max,35,Min Worst Case,No Change,0,22,34
Open Map,96372106,2,3,10637328,False,0.0,0.0017764568328857422,0.0007712841033935547,1,28,35,7,35,28,35,7,max,35,Min Worst Case,No Change,0,27,48
Open Map,96372106,2,3,10637329,False,0.0,0.0007338523864746094,0.0010075569152832031,1,22,31,9,31,22,31,9,max,31,Min Worst Case,No Change,0,22,31
Open Map,96372106,2,3,10637330,False,0.0,0.00036716461181640625,0.0004870891571044922,1,10,16,6,16,10,16,6,max,16,Min Worst Case,No Change,0,10,16
Open Map,96372106,2,3,10637331,False,0.0,0.0006208419799804688,0.0008080005645751953,1,21,36,15,36,21,36,15,max,36,Min Worst Case,No Change,0,21,36
Open Map,96372106,2,3,10637332,False,0.0,0.00047659873962402344,0.000606536865234375,1,13,22,9,22,13,22,9,max,22,Min Worst Case,No Change,0,13,22
Open Map,96372106,2,3,10637333,False,0.0,0.005872488021850586,0.0007615089416503906,1,22,35,13,35,22,35,13,max,35,Min Worst Case,No Change,0,20,35
Open Map,96372106,2,3,10637334,False,0.0,0.0006465911865234375,0.0007848739624023438,1,21,32,11,32,21,32,11,max,32,Min Worst Case,No Change,0,21,32
Open Map,96372106,2,3,10637335,False,0.0,0.00028228759765625,0.0005164146423339844,1,6,10,4,10,6,10,4,max,10,Min Worst Case,No Change,0,6,10
Open Map,96372106,2,3,10637336,False,0.0,0.008467674255371094,0.0011665821075439453,1,29,44,15,44,29,44,15,max,44,Min Worst Case,No Change,0,26,46
Open Map,96372106,2,3,10637337,False,0.0,0.008911371231079102,0.0008225440979003906,1,24,35,11,35,24,35,11,max,35,Min Worst Case,No Change,0,22,36
Open Map,96372106,2,3,10637338,False,0.0,0.003436565399169922,0.001110076904296875,1,30,45,15,45,30,45,15,max,45,Min Worst Case,No Change,0,28,47
Open Map,96372106,2,3,10637339,False,0.0,0.010274171829223633,0.0008625984191894531,1,19,31,12,31,19,31,12,max,31,Min Worst Case,No Change,0,16,26
Open Map,96372106,2,3,10637340,False,0.0,0.0010917186737060547,0.0008330345153808594,1,19,31,12,31,19,31,12,max,31,Min Worst Case,No Change,0,19,33
Open Map,96372106,2,3,10637341,False,0.0,0.0006268024444580078,0.0007853507995605469,1,17,30,13,30,17,30,13,max,30,Min Worst Case,No Change,0,17,30
Open Map,96372106,2,3,10637342,False,0.0,0.02719259262084961,0.000911712646484375,1,20,31,11,31,20,31,11,max,31,Min Worst Case,No Change,0,18,29
Open Map,96372106,2,3,10637343,False,0.0,0.0005879402160644531,0.0008075237274169922,1,16,29,13,29,16,29,13,max,29,Min Worst Case,No Change,0,16,29
Open Map,96372106,2,3,10637344,False,0.0,0.002172231674194336,0.0009474754333496094,1,17,30,13,30,17,30,13,max,30,Min Worst Case,No Change,0,16,30
Open Map,96372106,2,3,10637345,False,0.0,0.002613067626953125,0.0013608932495117188,1,27,51,24,51,27,51,24,max,51,Min Worst Case,No Change,0,27,49
Open Map,96372106,2,3,10637296,False,0.0,0.0024056434631347656,0.0009951591491699219,1,29,44,15,29,29,44,15,min,29,Min Worst Case,No Change,0,28,46
Open Map,96372106,2,3,10637297,False,0.0,0.0005881786346435547,0.0007345676422119141,1,17,34,17,17,17,34,17,min,17,Min Worst Case,No Change,0,17,34
Open Map,96372106,2,3,10637298,False,0.0,0.03917074203491211,0.0010368824005126953,1,30,50,20,30,30,50,20,min,30,Min Worst Case,No Change,0,27,49
Open Map,96372106,2,3,10637299,False,0.0,0.0020542144775390625,0.0010156631469726562,1,28,44,16,28,28,44,16,min,28,Min Worst Case,No Change,0,26,46
Open Map,96372106,2,3,10637300,False,0.0,0.0019311904907226562,0.0009808540344238281,1,26,45,19,26,26,45,19,min,26,Min Worst Case,No Change,0,25,45
Open Map,96372106,2,3,10637301,False,0.0,0.0026483535766601562,0.001264810562133789,1,31,47,16,31,31,47,16,min,31,Min Worst Case,No Change,0,29,47
Open Map,96372106,2,3,10637302,False,0.0,0.0037603378295898438,0.001062154769897461,1,31,48,17,31,31,48,17,min,31,Min Worst Case,No Change,0,28,50
Open Map,96372106,2,3,10637303,False,0.0,0.0005521774291992188,0.0007610321044921875,1,16,28,12,16,16,28,12,min,16,Min Worst Case,No Change,0,16,28
Open Map,96372106,2,3,10637304,False,0.0,0.0035924911499023438,0.0009777545928955078,1,26,39,13,26,26,39,13,min,26,Min Worst Case,No Change,0,23,40
Open Map,96372106,2,3,10637305,False,0.0,0.010899066925048828,0.0009620189666748047,1,28,41,13,28,28,41,13,min,28,Min Worst Case,No Change,0,24,41
Open Map,96372106,2,3,10637306,False,0.0,0.0003991127014160156,0.0005390644073486328,1,12,19,7,12,12,19,7,min,12,Min Worst Case,No Change,0,12,19
Open Map,96372106,2,3,10637307,False,0.0,0.0030095577239990234,0.0008459091186523438,1,26,41,15,26,26,41,15,min,26,Min Worst Case,No Change,0,24,46
