Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,With Communication,Sensing Probability,Initial Runtime (secs),Online Runtime (secs),Success,Initial Min SOC,Initial Max SOC,Initial Uncertainty,Initial True Cost,Final Min SOC,Final Max SOC,Final Uncertainty,Distribution,Final True Cost,Objective,Effect on True Cost,True Cost Change,Min SIC,Max SIC
Open Map,96372106,0,2,10637322,False,0.5,0.0002868175506591797,0.0004951953887939453,1,7,7,0,7,7,7,0,uniform,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,False,0.5,0.0005638599395751953,0.0009624958038330078,1,17,17,0,17,17,17,0,uniform,17,Min Best Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,False,0.5,0.0002219676971435547,0.0007069110870361328,1,4,4,0,4,4,4,0,uniform,4,Min Best Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,False,0.5,0.0004405975341796875,0.0011425018310546875,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,False,0.5,0.00045800209045410156,0.00058746337890625,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,False,0.5,0.0003342628479003906,0.0004405975341796875,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,False,0.5,0.0009300708770751953,0.0005445480346679688,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,False,0.5,0.0003170967102050781,0.0005109310150146484,1,7,7,0,7,7,7,0,uniform,7,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,False,0.5,0.0002741813659667969,0.00033545494079589844,1,6,6,0,6,6,6,0,uniform,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,False,0.5,0.0005445480346679688,0.0005373954772949219,1,12,12,0,12,12,12,0,uniform,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,False,0.5,0.00037479400634765625,0.0004963874816894531,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,False,0.5,0.0004150867462158203,0.0005297660827636719,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,False,0.5,0.0004177093505859375,0.0011017322540283203,1,10,10,0,10,10,10,0,uniform,10,Min Best Case,No Change,0,10,10
Open Map,96372106,0,2,10637335,False,0.5,0.0001480579376220703,0.0004646778106689453,1,2,2,0,2,2,2,0,uniform,2,Min Best Case,No Change,0,2,2
Open Map,96372106,0,2,10637336,False,0.5,0.0008380413055419922,0.0007994174957275391,1,15,15,0,15,15,15,0,uniform,15,Min Best Case,No Change,0,15,15
Open Map,96372106,0,2,10637337,False,0.5,0.0004277229309082031,0.0004935264587402344,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637338,False,0.5,0.0005731582641601562,0.00125885009765625,1,16,16,0,16,16,16,0,uniform,16,Min Best Case,No Change,0,16,16
Open Map,96372106,0,2,10637339,False,0.5,0.0032608509063720703,0.0005731582641601562,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,7,7
Open Map,96372106,0,2,10637340,False,0.5,0.0004627704620361328,0.0005395412445068359,1,12,12,0,12,12,12,0,uniform,12,Min Best Case,No Change,0,12,12
Open Map,96372106,0,2,10637341,False,0.5,0.0004265308380126953,0.0005345344543457031,1,11,11,0,11,11,11,0,uniform,11,Min Best Case,No Change,0,11,11
Open Map,96372106,0,2,10637342,False,0.5,0.00026702880859375,0.0003800392150878906,1,6,6,0,6,6,6,0,uniform,6,Min Best Case,No Change,0,6,6
Open Map,96372106,0,2,10637343,False,0.5,0.0003848075866699219,0.0005271434783935547,1,9,9,0,9,9,9,0,uniform,9,Min Best Case,No Change,0,9,9
Open Map,96372106,0,2,10637344,False,0.5,0.0005216598510742188,0.0005626678466796875,1,13,13,0,13,13,13,0,uniform,13,Min Best Case,No Change,0,13,13
Open Map,96372106,0,2,10637345,False,0.5,0.0005750656127929688,0.0008518695831298828,1,16,16,0,16,16,16,0,uniform,16,Min Best Case,No Change,0,16,16
Open Map,96372106,0,2,10637296,False,0.5,0.0005857944488525391,0.0007073879241943359,1,13,13,0,13,13,13,0,max,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637297,False,0.5,0.0004279613494873047,0.0005786418914794922,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637298,False,0.5,0.0005817413330078125,0.0006422996520996094,1,18,18,0,18,18,18,0,max,18,Min Worst Case,No Change,0,18,18
Open Map,96372106,0,2,10637299,False,0.5,0.0005085468292236328,0.0006759166717529297,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637300,False,0.5,0.0004649162292480469,0.0007131099700927734,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637301,False,0.5,0.00043201446533203125,0.0005345344543457031,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637302,False,0.5,0.0005860328674316406,0.0007147789001464844,1,17,17,0,17,17,17,0,max,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637303,False,0.5,0.00044655799865722656,0.0005650520324707031,1,13,13,0,13,13,13,0,max,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637304,False,0.5,0.0011060237884521484,0.0006420612335205078,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637305,False,0.5,0.000507354736328125,0.0005917549133300781,1,15,15,0,15,15,15,0,max,15,Min Worst Case,No Change,0,15,15
Open Map,96372106,0,2,10637306,False,0.5,0.0003352165222167969,0.0004260540008544922,1,6,6,0,6,6,6,0,max,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637307,False,0.5,0.0007953643798828125,0.0006208419799804688,1,13,13,0,13,13,13,0,max,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637308,False,0.5,0.0004954338073730469,0.0006756782531738281,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637309,False,0.5,0.00054931640625,0.0006594657897949219,1,17,17,0,17,17,17,0,max,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637310,False,0.5,0.0005340576171875,0.0006351470947265625,1,13,13,0,13,13,13,0,max,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637311,False,0.5,0.0005445480346679688,0.0004360675811767578,1,7,7,0,7,7,7,0,max,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637312,False,0.5,0.0004024505615234375,0.0006077289581298828,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637313,False,0.5,0.0005037784576416016,0.0010464191436767578,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637314,False,0.5,0.006945371627807617,0.0009646415710449219,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637315,False,0.5,0.00035834312438964844,0.0005311965942382812,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637316,False,0.5,0.0005042552947998047,0.0005908012390136719,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637317,False,0.5,0.0006487369537353516,0.0005321502685546875,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637318,False,0.5,0.0004487037658691406,0.0005748271942138672,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637319,False,0.5,0.0005042552947998047,0.0006096363067626953,1,14,14,0,14,14,14,0,max,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637320,False,0.5,0.0002989768981933594,0.0004277229309082031,1,6,6,0,6,6,6,0,max,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637321,False,0.5,0.0005846023559570312,0.0004489421844482422,1,9,9,0,9,9,9,0,max,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637322,False,0.5,0.0003027915954589844,0.0004405975341796875,1,7,7,0,7,7,7,0,max,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,False,0.5,0.0005900859832763672,0.0009198188781738281,1,17,17,0,17,17,17,0,max,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,False,0.5,0.000244140625,0.0003418922424316406,1,4,4,0,4,4,4,0,max,4,Min Worst Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,False,0.5,0.0005779266357421875,0.0005769729614257812,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,False,0.5,0.0004317760467529297,0.0011069774627685547,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,False,0.5,0.00033783912658691406,0.0004436969757080078,1,9,9,0,9,9,9,0,max,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,False,0.5,0.0009515285491943359,0.0004975795745849609,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,False,0.5,0.00039696693420410156,0.0004303455352783203,1,7,7,0,7,7,7,0,max,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,False,0.5,0.0003256797790527344,0.0003314018249511719,1,6,6,0,6,6,6,0,max,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,False,0.5,0.0004966259002685547,0.0005612373352050781,1,12,12,0,12,12,12,0,max,12,Min Worst Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,False,0.5,0.0004603862762451172,0.0005018711090087891,1,9,9,0,9,9,9,0,max,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,False,0.5,0.0007450580596923828,0.0006377696990966797,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,False,0.5,0.0005447864532470703,0.0005543231964111328,1,10,10,0,10,10,10,0,max,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637335,False,0.5,0.0002613067626953125,0.00023555755615234375,1,2,2,0,2,2,2,0,max,2,Min Worst Case,No Change,0,2,2
Open Map,96372106,0,2,10637336,False,0.5,0.0006840229034423828,0.0006542205810546875,1,15,15,0,15,15,15,0,max,15,Min Worst Case,No Change,0,15,15
Open Map,96372106,0,2,10637337,False,0.5,0.00045180320739746094,0.0004901885986328125,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637338,False,0.5,0.0007834434509277344,0.0007758140563964844,1,16,16,0,16,16,16,0,max,16,Min Worst Case,No Change,0,16,16
Open Map,96372106,0,2,10637339,False,0.5,0.004019975662231445,0.0007295608520507812,1,9,9,0,9,9,9,0,max,9,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637340,False,0.5,0.000518798828125,0.0006053447723388672,1,12,12,0,12,12,12,0,max,12,Min Worst Case,No Change,0,12,12
Open Map,96372106,0,2,10637341,False,0.5,0.0005693435668945312,0.0005996227264404297,1,11,11,0,11,11,11,0,max,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637342,False,0.5,0.00026702880859375,0.0005698204040527344,1,6,6,0,6,6,6,0,max,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637343,False,0.5,0.0004112720489501953,0.0004868507385253906,1,9,9,0,9,9,9,0,max,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637344,False,0.5,0.0005207061767578125,0.0009322166442871094,1,13,13,0,13,13,13,0,max,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637345,False,0.5,0.0006611347198486328,0.0007877349853515625,1,16,16,0,16,16,16,0,max,16,Min Worst Case,No Change,0,16,16
Open Map,96372106,0,2,10637296,False,0.5,0.0005857944488525391,0.0006978511810302734,1,13,13,0,13,13,13,0,min,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637297,False,0.5,0.0004279613494873047,0.0005357265472412109,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637298,False,0.5,0.0005817413330078125,0.00067138671875,1,18,18,0,18,18,18,0,min,18,Min Worst Case,No Change,0,18,18
Open Map,96372106,0,2,10637299,False,0.5,0.0005085468292236328,0.0006639957427978516,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637300,False,0.5,0.0004649162292480469,0.0006952285766601562,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637301,False,0.5,0.00043201446533203125,0.0005357265472412109,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637302,False,0.5,0.0005860328674316406,0.0006885528564453125,1,17,17,0,17,17,17,0,min,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637303,False,0.5,0.00044655799865722656,0.0005986690521240234,1,13,13,0,13,13,13,0,min,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637304,False,0.5,0.0011060237884521484,0.0006165504455566406,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637305,False,0.5,0.000507354736328125,0.0005900859832763672,1,15,15,0,15,15,15,0,min,15,Min Worst Case,No Change,0,15,15
Open Map,96372106,0,2,10637306,False,0.5,0.0003352165222167969,0.0004603862762451172,1,6,6,0,6,6,6,0,min,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637307,False,0.5,0.0007953643798828125,0.0006489753723144531,1,13,13,0,13,13,13,0,min,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637308,False,0.5,0.0004954338073730469,0.0006246566772460938,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637309,False,0.5,0.00054931640625,0.0006716251373291016,1,17,17,0,17,17,17,0,min,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637310,False,0.5,0.0005340576171875,0.0006313323974609375,1,13,13,0,13,13,13,0,min,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637311,False,0.5,0.0005445480346679688,0.0003845691680908203,1,7,7,0,7,7,7,0,min,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637312,False,0.5,0.0004024505615234375,0.0005269050598144531,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637313,False,0.5,0.0005037784576416016,0.0006005764007568359,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637314,False,0.5,0.006945371627807617,0.0006134510040283203,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637315,False,0.5,0.00035834312438964844,0.0004868507385253906,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637316,False,0.5,0.0005042552947998047,0.0006487369537353516,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637317,False,0.5,0.0006487369537353516,0.0005424022674560547,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637318,False,0.5,0.0004487037658691406,0.001195669174194336,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637319,False,0.5,0.0005042552947998047,0.0012133121490478516,1,14,14,0,14,14,14,0,min,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637320,False,0.5,0.0002989768981933594,0.0008704662322998047,1,6,6,0,6,6,6,0,min,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637321,False,0.5,0.0005846023559570312,0.0009317398071289062,1,9,9,0,9,9,9,0,min,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637322,False,0.5,0.0003027915954589844,0.00048422813415527344,1,7,7,0,7,7,7,0,min,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,False,0.5,0.0005900859832763672,0.0008697509765625,1,17,17,0,17,17,17,0,min,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,False,0.5,0.000244140625,0.00033545494079589844,1,4,4,0,4,4,4,0,min,4,Min Worst Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,False,0.5,0.0005779266357421875,0.001157522201538086,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,False,0.5,0.0004317760467529297,0.0006399154663085938,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,False,0.5,0.00033783912658691406,0.0004374980926513672,1,9,9,0,9,9,9,0,min,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,False,0.5,0.0009515285491943359,0.0008161067962646484,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,False,0.5,0.00039696693420410156,0.0004508495330810547,1,7,7,0,7,7,7,0,min,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,False,0.5,0.0003256797790527344,0.00035834312438964844,1,6,6,0,6,6,6,0,min,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,False,0.5,0.0004966259002685547,0.0008234977722167969,1,12,12,0,12,12,12,0,min,12,Min Worst Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,False,0.5,0.0004603862762451172,0.00044727325439453125,1,9,9,0,9,9,9,0,min,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,False,0.5,0.0007450580596923828,0.0004887580871582031,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,False,0.5,0.0005447864532470703,0.0005321502685546875,1,10,10,0,10,10,10,0,min,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637335,False,0.5,0.0002613067626953125,0.0002598762512207031,1,2,2,0,2,2,2,0,min,2,Min Worst Case,No Change,0,2,2
Open Map,96372106,0,2,10637336,False,0.5,0.0006840229034423828,0.0006508827209472656,1,15,15,0,15,15,15,0,min,15,Min Worst Case,No Change,0,15,15
Open Map,96372106,0,2,10637337,False,0.5,0.00045180320739746094,0.0012776851654052734,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637338,False,0.5,0.0007834434509277344,0.0008044242858886719,1,16,16,0,16,16,16,0,min,16,Min Worst Case,No Change,0,16,16
Open Map,96372106,0,2,10637339,False,0.5,0.004019975662231445,0.0005543231964111328,1,9,9,0,9,9,9,0,min,9,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637340,False,0.5,0.000518798828125,0.0005512237548828125,1,12,12,0,12,12,12,0,min,12,Min Worst Case,No Change,0,12,12
Open Map,96372106,0,2,10637341,False,0.5,0.0005693435668945312,0.0005817413330078125,1,11,11,0,11,11,11,0,min,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637342,False,0.5,0.00026702880859375,0.0007207393646240234,1,6,6,0,6,6,6,0,min,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637343,False,0.5,0.0004112720489501953,0.0006489753723144531,1,9,9,0,9,9,9,0,min,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637344,False,0.5,0.0005207061767578125,0.0008285045623779297,1,13,13,0,13,13,13,0,min,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637345,False,0.5,0.0006611347198486328,0.0007989406585693359,1,16,16,0,16,16,16,0,min,16,Min Worst Case,No Change,0,16,16
Open Map,96372106,0,2,10637296,False,0.5,0.0005857944488525391,0.0007693767547607422,1,13,13,0,13,13,13,0,uniform,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637297,False,0.5,0.0004279613494873047,0.0005927085876464844,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637298,False,0.5,0.0005817413330078125,0.000743865966796875,1,18,18,0,18,18,18,0,uniform,18,Min Worst Case,No Change,0,18,18
Open Map,96372106,0,2,10637299,False,0.5,0.0005085468292236328,0.0007767677307128906,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637300,False,0.5,0.0004649162292480469,0.0008378028869628906,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637301,False,0.5,0.00043201446533203125,0.0006034374237060547,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637302,False,0.5,0.0005860328674316406,0.0007739067077636719,1,17,17,0,17,17,17,0,uniform,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637303,False,0.5,0.00044655799865722656,0.0005471706390380859,1,13,13,0,13,13,13,0,uniform,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637304,False,0.5,0.0011060237884521484,0.0006501674652099609,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637305,False,0.5,0.000507354736328125,0.0005996227264404297,1,15,15,0,15,15,15,0,uniform,15,Min Worst Case,No Change,0,15,15
Open Map,96372106,0,2,10637306,False,0.5,0.0003352165222167969,0.0005018711090087891,1,6,6,0,6,6,6,0,uniform,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637307,False,0.5,0.0007953643798828125,0.0006110668182373047,1,13,13,0,13,13,13,0,uniform,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637308,False,0.5,0.0004954338073730469,0.0013723373413085938,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637309,False,0.5,0.00054931640625,0.0014162063598632812,1,17,17,0,17,17,17,0,uniform,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637310,False,0.5,0.0005340576171875,0.001308441162109375,1,13,13,0,13,13,13,0,uniform,13,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637311,False,0.5,0.0005445480346679688,0.0008673667907714844,1,7,7,0,7,7,7,0,uniform,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637312,False,0.5,0.0004024505615234375,0.001394510269165039,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637313,False,0.5,0.0005037784576416016,0.0006814002990722656,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637314,False,0.5,0.006945371627807617,0.000701904296875,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,13,13
Open Map,96372106,0,2,10637315,False,0.5,0.00035834312438964844,0.0005030632019042969,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637316,False,0.5,0.0005042552947998047,0.0006844997406005859,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637317,False,0.5,0.0006487369537353516,0.000568389892578125,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637318,False,0.5,0.0004487037658691406,0.0008707046508789062,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637319,False,0.5,0.0005042552947998047,0.001184701919555664,1,14,14,0,14,14,14,0,uniform,14,Min Worst Case,No Change,0,14,14
Open Map,96372106,0,2,10637320,False,0.5,0.0002989768981933594,0.0011138916015625,1,6,6,0,6,6,6,0,uniform,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637321,False,0.5,0.0005846023559570312,0.0010180473327636719,1,9,9,0,9,9,9,0,uniform,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637322,False,0.5,0.0003027915954589844,0.0009174346923828125,1,7,7,0,7,7,7,0,uniform,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637323,False,0.5,0.0005900859832763672,0.0018723011016845703,1,17,17,0,17,17,17,0,uniform,17,Min Worst Case,No Change,0,17,17
Open Map,96372106,0,2,10637324,False,0.5,0.000244140625,0.0006232261657714844,1,4,4,0,4,4,4,0,uniform,4,Min Worst Case,No Change,0,4,4
Open Map,96372106,0,2,10637325,False,0.5,0.0005779266357421875,0.0014011859893798828,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637326,False,0.5,0.0004317760467529297,0.0007004737854003906,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637327,False,0.5,0.00033783912658691406,0.0004887580871582031,1,9,9,0,9,9,9,0,uniform,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637328,False,0.5,0.0009515285491943359,0.0005359649658203125,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637329,False,0.5,0.00039696693420410156,0.0005254745483398438,1,7,7,0,7,7,7,0,uniform,7,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637330,False,0.5,0.0003256797790527344,0.0006778240203857422,1,6,6,0,6,6,6,0,uniform,6,Min Worst Case,No Change,0,6,6
Open Map,96372106,0,2,10637331,False,0.5,0.0004966259002685547,0.0006914138793945312,1,12,12,0,12,12,12,0,uniform,12,Min Worst Case,No Change,0,12,12
Open Map,96372106,0,2,10637332,False,0.5,0.0004603862762451172,0.0004935264587402344,1,9,9,0,9,9,9,0,uniform,9,Min Worst Case,No Change,0,9,9
Open Map,96372106,0,2,10637333,False,0.5,0.0007450580596923828,0.0007426738739013672,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637334,False,0.5,0.0005447864532470703,0.0007765293121337891,1,10,10,0,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,10
Open Map,96372106,0,2,10637335,False,0.5,0.0002613067626953125,0.0002644062042236328,1,2,2,0,2,2,2,0,uniform,2,Min Worst Case,No Change,0,2,2
Open Map,96372106,0,2,10637336,False,0.5,0.0006840229034423828,0.001020193099975586,1,15,15,0,15,15,15,0,uniform,15,Min Worst Case,No Change,0,15,15
Open Map,96372106,0,2,10637337,False,0.5,0.00045180320739746094,0.0005736351013183594,1,11,11,0,11,11,11,0,uniform,11,Min Worst Case,No Change,0,11,11
Open Map,96372106,0,2,10637338,False,0.5,0.0007834434509277344,0.0008170604705810547,1,16,16,0,16,16,16,0,uniform,16,Min Worst Case,No Change,0,16,16
Open Map,96372106,0,2,10637339,False,0.5,0.004019975662231445,0.0006225109100341797,1,9,9,0,9,9,9,0,uniform,9,Min Worst Case,No Change,0,7,7
Open Map,96372106,0,2,10637340,False,0.5,0.000518798828125,0.0006184577941894531,1,12,12,0,12,12,12,0,uniform,12,Min Worst Case,No Change,0,12,12
